Disease,Symptom1,Symptom2,Symptom3,Symptom4,Symptom5,Symptom6
Psoriasis,skinrash,jointpain,skinpeeling,silverlikedusting,smalldentsinnails,inflammatorynails
Impetigo,skinrash,highfever,blister,redsorearoundnose,yellowcrustooze,
Fungal infection,itching,skinrash,nodalskineruptions,dischromic patches,,
Allergy,continuoussneezing,shivering,chills,wateringfromeyes,,
GERD,stomachpain,acidity,ulcersontongue,vomiting,cough,chestpain
Chronic cholestasis,itching,vomiting,yellowishskin,nausea,lossofappetite,abdominalpain
Drug Reaction,itching,skinrash,stomachpain,burningmicturition,spotting urination,
Peptic ulcer diseae,vomiting,indigestion,lossofappetite,abdominalpain,passageofgases,internalitching
AIDS,musclewasting,patchesinthroat,highfever,extramaritalcontacts,,
Diabetes,fatigue,weightloss,restlessness,lethargy,irregularsugarlevel,blurredanddistortedvision
Gastroenteritis,vomiting,sunkeneyes,dehydration,diarrhoea,,
Bronchial Asthma,fatigue,cough,highfever,breathlessness,familyhistory,mucoidsputum
Hypertension,headache,chestpain,dizziness,lossofbalance,lackofconcentration,
Migraine,acidity,indigestion,headache,blurredanddistortedvision,excessivehunger,stiffneck
Cervical spondylosis,backpain,weaknessinlimbs,neckpain,dizziness,lossofbalance,
Paralysis (brain hemorrhage),vomiting,headache,weaknessofonebodyside,alteredsensorium,,
Jaundice,itching,vomiting,fatigue,weightloss,highfever,yellowishskin
Malaria,chills,vomiting,highfever,sweating,headache,nausea
Chicken pox,itching,skinrash,fatigue,lethargy,highfever,headache
Dengue,skinrash,chills,jointpain,vomiting,fatigue,highfever
Typhoid,chills,vomiting,fatigue,highfever,headache,nausea
hepatitis A,jointpain,vomiting,yellowishskin,darkurine,nausea,lossofappetite
Hepatitis B,itching,fatigue,lethargy,yellowishskin,darkurine,lossofappetite
Hepatitis C,fatigue,yellowishskin,nausea,lossofappetite,yellowingofeyes,familyhistory
Hepatitis D,jointpain,vomiting,fatigue,yellowishskin,darkurine,nausea
Hepatitis E,jointpain,vomiting,fatigue,highfever,yellowishskin,darkurine
Alcoholic hepatitis,vomiting,yellowishskin,abdominalpain,swellingofstomach,distentionofabdomen,historyofalcoholconsumption
Tuberculosis,chills,vomiting,fatigue,weightloss,cough,highfever
Common Cold,continuoussneezing,chills,fatigue,cough,highfever,headache
Pneumonia,chills,fatigue,cough,highfever,breathlessness,sweating
Dimorphic hemmorhoids(piles),constipation,painduringbowelmovements,paininanalregion,bloodystool,irritationinanus,
Heart attack,vomiting,breathlessness,sweating,chestpain,,
Varicose veins,fatigue,cramps,bruising,obesity,swollenlegs,swollenbloodvessels
Hypothyroidism,fatigue,weightgain,coldhandsandfeets,moodswings,lethargy,dizziness
Hyperthyroidism,fatigue,moodswings,weightloss,restlessness,sweating,diarrhoea
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
Osteoarthristis,jointpain,neckpain,kneepain,hipjointpain,swellingjoints,painfulwalking
Arthritis,muscleweakness,stiffneck,swellingjoints,movementstiffness,painfulwalking,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinningmovements,lossofbalance,unsteadiness
Acne,skinrash,pusfilledpimples,blackheads,scurring,,
Urinary tract infection,burningmicturition,bladderdiscomfort,foulsmellof urine,continuousfeelofurine,,
Psoriasis,skinrash,jointpain,skinpeeling,silverlikedusting,smalldentsinnails,inflammatorynails
Impetigo,skinrash,highfever,blister,redsorearoundnose,yellowcrustooze,
Fungal infection,itching,skinrash,nodalskineruptions,dischromic patches,,
Allergy,continuoussneezing,shivering,chills,wateringfromeyes,,
GERD,stomachpain,acidity,ulcersontongue,vomiting,cough,chestpain
Chronic cholestasis,itching,vomiting,yellowishskin,nausea,lossofappetite,abdominalpain
Drug Reaction,itching,skinrash,stomachpain,burningmicturition,spotting urination,
Peptic ulcer diseae,vomiting,indigestion,lossofappetite,abdominalpain,passageofgases,internalitching
AIDS,musclewasting,patchesinthroat,highfever,extramaritalcontacts,,
Diabetes,fatigue,weightloss,restlessness,lethargy,irregularsugarlevel,blurredanddistortedvision
Gastroenteritis,vomiting,sunkeneyes,dehydration,diarrhoea,,
Bronchial Asthma,fatigue,cough,highfever,breathlessness,familyhistory,mucoidsputum
Hypertension,headache,chestpain,dizziness,lossofbalance,lackofconcentration,
Migraine,acidity,indigestion,headache,blurredanddistortedvision,excessivehunger,stiffneck
Cervical spondylosis,backpain,weaknessinlimbs,neckpain,dizziness,lossofbalance,
Paralysis (brain hemorrhage),vomiting,headache,weaknessofonebodyside,alteredsensorium,,
Jaundice,itching,vomiting,fatigue,weightloss,highfever,yellowishskin
Malaria,chills,vomiting,highfever,sweating,headache,nausea
Chicken pox,itching,skinrash,fatigue,lethargy,highfever,headache
Dengue,skinrash,chills,jointpain,vomiting,fatigue,highfever
Typhoid,chills,vomiting,fatigue,highfever,headache,nausea
hepatitis A,jointpain,vomiting,yellowishskin,darkurine,nausea,lossofappetite
Hepatitis B,itching,fatigue,lethargy,yellowishskin,darkurine,lossofappetite
Hepatitis C,fatigue,yellowishskin,nausea,lossofappetite,yellowingofeyes,familyhistory
Hepatitis D,jointpain,vomiting,fatigue,yellowishskin,darkurine,nausea
Hepatitis E,jointpain,vomiting,fatigue,highfever,yellowishskin,darkurine
Alcoholic hepatitis,vomiting,yellowishskin,abdominalpain,swellingofstomach,distentionofabdomen,historyofalcoholconsumption
Tuberculosis,chills,vomiting,fatigue,weightloss,cough,highfever
Common Cold,continuoussneezing,chills,fatigue,cough,highfever,headache
Pneumonia,chills,fatigue,cough,highfever,breathlessness,sweating
Dimorphic hemmorhoids(piles),constipation,painduringbowelmovements,paininanalregion,bloodystool,irritationinanus,
Heart attack,vomiting,breathlessness,sweating,chestpain,,
Varicose veins,fatigue,cramps,bruising,obesity,swollenlegs,swollenbloodvessels
Hypothyroidism,fatigue,weightgain,coldhandsandfeets,moodswings,lethargy,dizziness
Hyperthyroidism,fatigue,moodswings,weightloss,restlessness,sweating,diarrhoea
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
Osteoarthristis,jointpain,neckpain,kneepain,hipjointpain,swellingjoints,painfulwalking
Arthritis,muscleweakness,stiffneck,swellingjoints,movementstiffness,painfulwalking,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinningmovements,lossofbalance,unsteadiness
Acne,skinrash,pusfilledpimples,blackheads,scurring,,
Urinary tract infection,burningmicturition,bladderdiscomfort,foulsmellof urine,continuousfeelofurine,,
Psoriasis,skinrash,jointpain,skinpeeling,silverlikedusting,smalldentsinnails,inflammatorynails
Impetigo,skinrash,highfever,blister,redsorearoundnose,yellowcrustooze,
Fungal infection,itching,skinrash,nodalskineruptions,dischromic patches,,
Allergy,continuoussneezing,shivering,chills,wateringfromeyes,,
GERD,stomachpain,acidity,ulcersontongue,vomiting,cough,chestpain
Chronic cholestasis,itching,vomiting,yellowishskin,nausea,lossofappetite,abdominalpain
Drug Reaction,itching,skinrash,stomachpain,burningmicturition,spotting urination,
Peptic ulcer diseae,vomiting,indigestion,lossofappetite,abdominalpain,passageofgases,internalitching
AIDS,musclewasting,patchesinthroat,highfever,extramaritalcontacts,,
Diabetes,fatigue,weightloss,restlessness,lethargy,irregularsugarlevel,blurredanddistortedvision
Gastroenteritis,vomiting,sunkeneyes,dehydration,diarrhoea,,
Bronchial Asthma,fatigue,cough,highfever,breathlessness,familyhistory,mucoidsputum
Hypertension,headache,chestpain,dizziness,lossofbalance,lackofconcentration,
Migraine,acidity,indigestion,headache,blurredanddistortedvision,excessivehunger,stiffneck
Cervical spondylosis,backpain,weaknessinlimbs,neckpain,dizziness,lossofbalance,
Paralysis (brain hemorrhage),vomiting,headache,weaknessofonebodyside,alteredsensorium,,
Jaundice,itching,vomiting,fatigue,weightloss,highfever,yellowishskin
Malaria,chills,vomiting,highfever,sweating,headache,nausea
Chicken pox,itching,skinrash,fatigue,lethargy,highfever,headache
Dengue,skinrash,chills,jointpain,vomiting,fatigue,highfever
Typhoid,chills,vomiting,fatigue,highfever,headache,nausea
hepatitis A,jointpain,vomiting,yellowishskin,darkurine,nausea,lossofappetite
Hepatitis B,itching,fatigue,lethargy,yellowishskin,darkurine,lossofappetite
Hepatitis C,fatigue,yellowishskin,nausea,lossofappetite,yellowingofeyes,familyhistory
Hepatitis D,jointpain,vomiting,fatigue,yellowishskin,darkurine,nausea
Hepatitis E,jointpain,vomiting,fatigue,highfever,yellowishskin,darkurine
Alcoholic hepatitis,vomiting,yellowishskin,abdominalpain,swellingofstomach,distentionofabdomen,historyofalcoholconsumption
Tuberculosis,chills,vomiting,fatigue,weightloss,cough,highfever
Common Cold,continuoussneezing,chills,fatigue,cough,highfever,headache
Pneumonia,chills,fatigue,cough,highfever,breathlessness,sweating
Dimorphic hemmorhoids(piles),constipation,painduringbowelmovements,paininanalregion,bloodystool,irritationinanus,
Heart attack,vomiting,breathlessness,sweating,chestpain,,
Varicose veins,fatigue,cramps,bruising,obesity,swollenlegs,swollenbloodvessels
Hypothyroidism,fatigue,weightgain,coldhandsandfeets,moodswings,lethargy,dizziness
Hyperthyroidism,fatigue,moodswings,weightloss,restlessness,sweating,diarrhoea
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
Osteoarthristis,jointpain,neckpain,kneepain,hipjointpain,swellingjoints,painfulwalking
Arthritis,muscleweakness,stiffneck,swellingjoints,movementstiffness,painfulwalking,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinningmovements,lossofbalance,unsteadiness
Acne,skinrash,pusfilledpimples,blackheads,scurring,,
Urinary tract infection,burningmicturition,bladderdiscomfort,foulsmellof urine,continuousfeelofurine,,
Psoriasis,skinrash,jointpain,skinpeeling,silverlikedusting,smalldentsinnails,inflammatorynails
Impetigo,skinrash,highfever,blister,redsorearoundnose,yellowcrustooze,
Fungal infection,itching,skinrash,nodalskineruptions,dischromic patches,,
Allergy,continuoussneezing,shivering,chills,wateringfromeyes,,
GERD,stomachpain,acidity,ulcersontongue,vomiting,cough,chestpain
Chronic cholestasis,itching,vomiting,yellowishskin,nausea,lossofappetite,abdominalpain
Drug Reaction,itching,skinrash,stomachpain,burningmicturition,spotting urination,
Peptic ulcer diseae,vomiting,indigestion,lossofappetite,abdominalpain,passageofgases,internalitching
AIDS,musclewasting,patchesinthroat,highfever,extramaritalcontacts,,
Diabetes,fatigue,weightloss,restlessness,lethargy,irregularsugarlevel,blurredanddistortedvision
Gastroenteritis,vomiting,sunkeneyes,dehydration,diarrhoea,,
Bronchial Asthma,fatigue,cough,highfever,breathlessness,familyhistory,mucoidsputum
Hypertension,headache,chestpain,dizziness,lossofbalance,lackofconcentration,
Migraine,acidity,indigestion,headache,blurredanddistortedvision,excessivehunger,stiffneck
Cervical spondylosis,backpain,weaknessinlimbs,neckpain,dizziness,lossofbalance,
Paralysis (brain hemorrhage),vomiting,headache,weaknessofonebodyside,alteredsensorium,,
Jaundice,itching,vomiting,fatigue,weightloss,highfever,yellowishskin
Malaria,chills,vomiting,highfever,sweating,headache,nausea
Chicken pox,itching,skinrash,fatigue,lethargy,highfever,headache
Dengue,skinrash,chills,jointpain,vomiting,fatigue,highfever
Typhoid,chills,vomiting,fatigue,highfever,headache,nausea
hepatitis A,jointpain,vomiting,yellowishskin,darkurine,nausea,lossofappetite
Hepatitis B,itching,fatigue,lethargy,yellowishskin,darkurine,lossofappetite
Hepatitis C,fatigue,yellowishskin,nausea,lossofappetite,yellowingofeyes,familyhistory
Hepatitis D,jointpain,vomiting,fatigue,yellowishskin,darkurine,nausea
Hepatitis E,jointpain,vomiting,fatigue,highfever,yellowishskin,darkurine
Alcoholic hepatitis,vomiting,yellowishskin,abdominalpain,swellingofstomach,distentionofabdomen,historyofalcoholconsumption
Tuberculosis,chills,vomiting,fatigue,weightloss,cough,highfever
Common Cold,continuoussneezing,chills,fatigue,cough,highfever,headache
Pneumonia,chills,fatigue,cough,highfever,breathlessness,sweating
Dimorphic hemmorhoids(piles),constipation,painduringbowelmovements,paininanalregion,bloodystool,irritationinanus,
Heart attack,vomiting,breathlessness,sweating,chestpain,,
Varicose veins,fatigue,cramps,bruising,obesity,swollenlegs,swollenbloodvessels
Hypothyroidism,fatigue,weightgain,coldhandsandfeets,moodswings,lethargy,dizziness
Hyperthyroidism,fatigue,moodswings,weightloss,restlessness,sweating,diarrhoea
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
Osteoarthristis,jointpain,neckpain,kneepain,hipjointpain,swellingjoints,painfulwalking
Arthritis,muscleweakness,stiffneck,swellingjoints,movementstiffness,painfulwalking,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinningmovements,lossofbalance,unsteadiness
Acne,skinrash,pusfilledpimples,blackheads,scurring,,
Urinary tract infection,burningmicturition,bladderdiscomfort,foulsmellof urine,continuousfeelofurine,,
Psoriasis,skinrash,jointpain,skinpeeling,silverlikedusting,smalldentsinnails,inflammatorynails
Impetigo,skinrash,highfever,blister,redsorearoundnose,yellowcrustooze,
Fungal infection,itching,skinrash,nodalskineruptions,dischromic patches,,
Allergy,continuoussneezing,shivering,chills,wateringfromeyes,,
GERD,stomachpain,acidity,ulcersontongue,vomiting,cough,chestpain
Chronic cholestasis,itching,vomiting,yellowishskin,nausea,lossofappetite,abdominalpain
Drug Reaction,itching,skinrash,stomachpain,burningmicturition,spotting urination,
Peptic ulcer diseae,vomiting,indigestion,lossofappetite,abdominalpain,passageofgases,internalitching
AIDS,musclewasting,patchesinthroat,highfever,extramaritalcontacts,,
Diabetes,fatigue,weightloss,restlessness,lethargy,irregularsugarlevel,blurredanddistortedvision
Gastroenteritis,vomiting,sunkeneyes,dehydration,diarrhoea,,
Bronchial Asthma,fatigue,cough,highfever,breathlessness,familyhistory,mucoidsputum
Hypertension,headache,chestpain,dizziness,lossofbalance,lackofconcentration,
Migraine,acidity,indigestion,headache,blurredanddistortedvision,excessivehunger,stiffneck
Cervical spondylosis,backpain,weaknessinlimbs,neckpain,dizziness,lossofbalance,
Paralysis (brain hemorrhage),vomiting,headache,weaknessofonebodyside,alteredsensorium,,
Jaundice,itching,vomiting,fatigue,weightloss,highfever,yellowishskin
Malaria,chills,vomiting,highfever,sweating,headache,nausea
Chicken pox,itching,skinrash,fatigue,lethargy,highfever,headache
Dengue,skinrash,chills,jointpain,vomiting,fatigue,highfever
Typhoid,chills,vomiting,fatigue,highfever,headache,nausea
hepatitis A,jointpain,vomiting,yellowishskin,darkurine,nausea,lossofappetite
Hepatitis B,itching,fatigue,lethargy,yellowishskin,darkurine,lossofappetite
Hepatitis C,fatigue,yellowishskin,nausea,lossofappetite,yellowingofeyes,familyhistory
Hepatitis D,jointpain,vomiting,fatigue,yellowishskin,darkurine,nausea
Hepatitis E,jointpain,vomiting,fatigue,highfever,yellowishskin,darkurine
Alcoholic hepatitis,vomiting,yellowishskin,abdominalpain,swellingofstomach,distentionofabdomen,historyofalcoholconsumption
Tuberculosis,chills,vomiting,fatigue,weightloss,cough,highfever
Common Cold,continuoussneezing,chills,fatigue,cough,highfever,headache
Pneumonia,chills,fatigue,cough,highfever,breathlessness,sweating
Dimorphic hemmorhoids(piles),constipation,painduringbowelmovements,paininanalregion,bloodystool,irritationinanus,
Heart attack,vomiting,breathlessness,sweating,chestpain,,
Varicose veins,fatigue,cramps,bruising,obesity,swollenlegs,swollenbloodvessels
Hypothyroidism,fatigue,weightgain,coldhandsandfeets,moodswings,lethargy,dizziness
Hyperthyroidism,fatigue,moodswings,weightloss,restlessness,sweating,diarrhoea
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
Osteoarthristis,jointpain,neckpain,kneepain,hipjointpain,swellingjoints,painfulwalking
Arthritis,muscleweakness,stiffneck,swellingjoints,movementstiffness,painfulwalking,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinningmovements,lossofbalance,unsteadiness
Acne,skinrash,pusfilledpimples,blackheads,scurring,,
Urinary tract infection,burningmicturition,bladderdiscomfort,foulsmellof urine,continuousfeelofurine,,
Psoriasis,skinrash,jointpain,skinpeeling,silverlikedusting,smalldentsinnails,inflammatorynails
Impetigo,skinrash,highfever,blister,redsorearoundnose,yellowcrustooze,
Fungal infection,itching,skinrash,nodalskineruptions,dischromic patches,,
Allergy,continuoussneezing,shivering,chills,wateringfromeyes,,
GERD,stomachpain,acidity,ulcersontongue,vomiting,cough,chestpain
Chronic cholestasis,itching,vomiting,yellowishskin,nausea,lossofappetite,abdominalpain
Drug Reaction,itching,skinrash,stomachpain,burningmicturition,spotting urination,
Peptic ulcer diseae,vomiting,indigestion,lossofappetite,abdominalpain,passageofgases,internalitching
AIDS,musclewasting,patchesinthroat,highfever,extramaritalcontacts,,
Diabetes,fatigue,weightloss,restlessness,lethargy,irregularsugarlevel,blurredanddistortedvision
Gastroenteritis,vomiting,sunkeneyes,dehydration,diarrhoea,,
Bronchial Asthma,fatigue,cough,highfever,breathlessness,familyhistory,mucoidsputum
Hypertension,headache,chestpain,dizziness,lossofbalance,lackofconcentration,
Migraine,acidity,indigestion,headache,blurredanddistortedvision,excessivehunger,stiffneck
Cervical spondylosis,backpain,weaknessinlimbs,neckpain,dizziness,lossofbalance,
Paralysis (brain hemorrhage),vomiting,headache,weaknessofonebodyside,alteredsensorium,,
